all_iat_max,all_iat_mean,all_iat_min,all_iat_std,all_iat_sum,all_len_max,all_len_mean,all_len_min,all_len_std,all_len_sum,bwd_iat_max,bwd_iat_mean,bwd_iat_min,bwd_iat_std,bwd_iat_sum,bwd_len_max,bwd_len_mean,bwd_len_min,bwd_len_std,bwd_len_sum,bwd_pkts,byte_ratio,duration_s,fwd_iat_max,fwd_iat_mean,fwd_iat_min,fwd_iat_std,fwd_iat_sum,fwd_len_max,fwd_len_mean,fwd_len_min,fwd_len_std,fwd_len_sum,fwd_pkts,large_pkt_ratio,payload_entropy,pkt_ratio,small_pkt_ratio
15007.106065750122,786.1878514289856,0.012159347534179688,3264.4096447245392,15723.757028579712,682,41.095238095238095,0,146.4314904858094,863,15007.106065750122,1747.0738887786865,0.06604194641113281,4690.639249970948,15723.664999008179,682,70,0,204.02303791483942,700,10,0.23285714285714285,15.723757028579712,15007.158994674683,1572.3757028579712,0.04506111145019531,4480.705198980893,15723.757028579712,142,14.818181818181818,0,40.54362001557017,163,11,0.0,2.101569025834275,1.1,0.9047619047619048
15010.89096069336,584.6805022313044,0.0,2885.3256651011598,15201.693058013916,1496,225.2962962962963,0,452.5942353125307,6083,15010.91194152832,1266.8025096257527,0.023126602172851562,4144.112405152198,15201.630115509033,1496,284.15384615384613,0,521.3229983791749,3694,13,0.6467244179750947,15.201693058013916,15010.89096069336,1169.361004462609,0.030994415283203125,3995.8112237798155,15201.693058013916,1344,170.64285714285714,0,369.43578741157194,2389,14,0.1111111111111111,2.4362445786772544,1.0769230769230769,0.7407407407407407
15009.150981903076,871.6844439506531,0.010967254638671875,3279.548425833209,17433.68887901306,712,42.523809523809526,0,152.68973179297728,893,15009.150981903076,1937.0655483669705,0.03600120544433594,4673.0392839218175,17433.589935302734,712,73,0,213.02206458486876,730,10,0.2232876712328767,17.43368887901306,15009.22703742981,1743.3688879013062,0.03695487976074219,4471.178634235554,17433.68887901306,142,14.818181818181818,0,40.54362001557017,163,11,0.0,2.101569025834275,1.1,0.9047619047619048
15008.268117904663,583.7816916979276,0.0019073486328125,2884.9829892913863,15178.323984146118,1496,164.55555555555554,0,381.55620267854266,4443,15008.280038833618,1264.8560802141826,0.03695487976074219,4143.912732591369,15178.27296257019,1496,247.07692307692307,0,505.47943145226174,3212,13,0.3832503113325031,15.178323984146118,15008.292198181152,1167.562539760883,0.0019073486328125,3995.586401449793,15178.31301689148,666,87.92857142857143,0,176.9674967273911,1231,14,0.07407407407407407,2.4362445786772544,1.0769230769230769,0.7407407407407407
15006.301879882812,1035.1509518093533,0.01811981201171875,3428.6858407428426,18632.71713256836,536,37.63157894736842,0,121.79629694756119,715,15006.301879882812,2329.0777504444122,0.04887580871582031,4841.190590103075,18632.622003555298,536,61,0,167.96560494471612,549,9,0.302367941712204,18.63271713256836,15006.34503364563,2070.3019036187065,0.0820159912109375,4622.647090564724,18632.71713256836,145,16.6,0,43.130499649320086,166,10,0.0,1.983740670882855,1.1111111111111112,0.8947368421052632
15010.105848312378,701.6187508900961,0.00095367431640625,3001.7572867601875,16838.850021362305,1504,176.68,0,414.85454993286504,4417,15010.13994216919,1530.7991071180863,0.03218650817871094,4288.375354590982,16838.79017829895,1504,272.3333333333333,0,553.0304894146635,3268,12,0.3515911872705018,16.838850021362305,15010.113000869751,1403.2375017801921,0.025033950805664062,4127.540644313341,16838.850021362305,666,88.38461538461539,0,180.0322784996489,1149,13,0.08,2.3517374334224663,1.0833333333333333,0.76
15010.00714302063,844.7708010673523,0.010967254638671875,3261.4341287081306,16895.416021347046,230,30.38095238095238,0,71.30783446603765,638,15010.00714302063,1877.259333928426,0.04315376281738281,4658.265292685053,16895.334005355835,230,46.8,0,90.40331852316042,468,10,0.36324786324786323,16.895416021347046,15010.046005249023,1689.5416021347046,0.034809112548828125,4454.970316878397,16895.416021347046,149,15.454545454545455,0,42.54059801341353,170,11,0.0,2.101569025834275,1.1,0.8571428571428571
15007.054090499878,629.9769236491277,0.00095367431640625,2884.677092283125,16379.40001487732,1496,133.1851851851852,0,306.6068827036699,3596,15007.0641040802,1364.9453322092693,0.041961669921875,4126.312373628823,16379.34398651123,1496,177.46153846153845,0,395.75781548910703,2307,13,0.5587342869527525,16.37940001487732,15007.057905197144,1259.9537739386926,0.03409385681152344,3981.0805414159404,16379.399061203003,666,92.07142857142857,0,179.8699785502669,1289,14,0.037037037037037035,2.3342117082267557,1.0769230769230769,0.7407407407407407
15008.541107177734,785.5907440185547,0.011920928955078125,3264.9229158528324,15711.814880371094,682,41.095238095238095,0,146.4314904858094,863,15008.541107177734,1745.7485728793674,0.03314018249511719,4691.704236832804,15711.737155914307,682,70,0,204.02303791483942,700,10,0.23285714285714285,15.711814880371094,15008.578062057495,1571.1814880371094,0.07486343383789062,4481.657097388784,15711.814880371094,142,14.818181818181818,0,40.54362001557017,163,11,0.0,2.101569025834275,1.1,0.9047619047619048
15010.232925415039,583.9696205579318,0.015020370483398438,2885.3415083128607,15183.210134506226,1504,219.44444444444446,0,437.3849337219031,5925,15010.266065597534,1265.2636766433716,0.04506111145019531,4144.3928850969305,15183.164119720459,1496,264.15384615384613,0,464.8564453601772,3434,13,0.725393127548049,15.183210134506226,15010.274887084961,1167.9380123431865,0.051021575927734375,3996.0545235521586,15183.194160461426,1504,177.92857142857142,0,405.8452316349378,2491,14,0.07407407407407407,2.510318652751329,1.0769230769230769,0.7407407407407407
